transaction_id,account_id,bank,account_type,timestamp,date,merchant_raw,merchant,category,amount_sar,direction,currency
TXN-1318,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-15 13:57,2025-11-15,IKEA  RIYADH SA,IKEA,Shopping,430.59,debit,SAR
TXN-1319,ACC-SNB-003,Saudi National Bank,Savings,2025-11-16 03:13,2025-11-16,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,199.65,debit,SAR
TXN-1320,ACC-ALINMA-001,Alinma Bank,Current,2025-11-17 08:25,2025-11-17,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,671.67,debit,SAR
TXN-1322,ACC-SNB-003,Saudi National Bank,Savings,2025-11-17 21:22,2025-11-17,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,248.71,debit,SAR
TXN-1321,ACC-ALINMA-001,Alinma Bank,Current,2025-11-18 00:23,2025-11-18,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,60.57,debit,SAR
TXN-1323,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-18 03:55,2025-11-18,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,221.4,debit,SAR
TXN-1326,ACC-ALINMA-001,Alinma Bank,Current,2025-11-18 22:02,2025-11-18,FITNESS TIME  RIYADH SA,Fitness Time,Health,217.49,debit,SAR
TXN-1325,ACC-ALINMA-001,Alinma Bank,Current,2025-11-18 22:21,2025-11-18,DR SULAIMAN AL HABIB  RIYADH SA,Dr Sulaiman Al Habib,Health,340.5,debit,SAR
TXN-1324,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-19 05:27,2025-11-19,CAREEM  RIYADH SA,Careem,Transport,28.82,debit,SAR
TXN-1328,ACC-ALINMA-001,Alinma Bank,Current,2025-11-20 04:41,2025-11-20,JARIR BOOKSTORE  RIYADH SA,Jarir Bookstore,Shopping,187.74,debit,SAR
TXN-1327,ACC-SNB-003,Saudi National Bank,Savings,2025-11-20 09:59,2025-11-20,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,559.71,debit,SAR
TXN-1329,ACC-SNB-003,Saudi National Bank,Savings,2025-11-21 02:23,2025-11-21,STC  RIYADH SA,STC,Utilities,211.53,debit,SAR
TXN-1332,ACC-SNB-003,Saudi National Bank,Savings,2025-11-22 01:20,2025-11-22,PETROMIN  RIYADH SA,Petromin,Transport,61.41,debit,SAR
TXN-1330,ACC-SNB-003,Saudi National Bank,Savings,2025-11-22 08:03,2025-11-22,AL BAIK  RIYADH SA,Al Baik,Food & Dining,67.38,debit,SAR
TXN-1333,ACC-ALINMA-001,Alinma Bank,Current,2025-11-22 11:48,2025-11-22,WHITES PHARMACY  RIYADH SA,Whites Pharmacy,Health,118.47,debit,SAR
TXN-1331,ACC-SNB-003,Saudi National Bank,Savings,2025-11-22 13:45,2025-11-22,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,69.5,debit,SAR
TXN-1335,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-22 21:29,2025-11-22,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,39.8,debit,SAR
TXN-1334,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-23 08:30,2025-11-23,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,198.36,debit,SAR
TXN-1337,ACC-SNB-003,Saudi National Bank,Savings,2025-11-24 00:59,2025-11-24,AMC CINEMAS  RIYADH SA,AMC Cinemas,Entertainment,127.83,debit,SAR
TXN-1336,ACC-ALINMA-001,Alinma Bank,Current,2025-11-24 04:04,2025-11-24,IKEA  RIYADH SA,IKEA,Shopping,843.59,debit,SAR
TXN-1338,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-24 07:20,2025-11-24,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,87.97,debit,SAR
TXN-1341,ACC-ALINMA-001,Alinma Bank,Current,2025-11-24 21:17,2025-11-24,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,30.14,debit,SAR
TXN-1340,ACC-ALINMA-001,Alinma Bank,Current,2025-11-25 01:28,2025-11-25,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,70.44,debit,SAR
TXN-1339,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-25 04:47,2025-11-25,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,108.56,debit,SAR
TXN-1342,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-26 00:20,2025-11-26,DANUBE  RIYADH SA,Danube,Groceries,213.84,debit,SAR
TXN-1343,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-26 13:03,2025-11-26,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,59.57,debit,SAR
TXN-1344,ACC-SNB-003,Saudi National Bank,Savings,2025-11-27 00:16,2025-11-27,FITNESS TIME  RIYADH SA,Fitness Time,Health,383.6,debit,SAR
TXN-1345,ACC-ALINMA-001,Alinma Bank,Current,2025-11-27 04:59,2025-11-27,FITNESS TIME  RIYADH SA,Fitness Time,Health,418.02,debit,SAR
TXN-1005,ACC-ALINMA-001,Alinma Bank,Current,2025-11-27 14:00,2025-11-27,SALARY CREDIT  RIYADH SA,Salary Credit,Income,11548.53,credit,SAR
TXN-1346,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-28 06:09,2025-11-28,DANUBE  RIYADH SA,Danube,Groceries,140.69,debit,SAR
TXN-1350,ACC-ALINMA-001,Alinma Bank,Current,2025-11-28 23:56,2025-11-28,IKEA  RIYADH SA,IKEA,Shopping,588.51,debit,SAR
TXN-1348,ACC-SNB-003,Saudi National Bank,Savings,2025-11-29 10:13,2025-11-29,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,210.34,debit,SAR
TXN-1347,ACC-ALINMA-001,Alinma Bank,Current,2025-11-29 11:00,2025-11-29,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,103.74,debit,SAR
TXN-1349,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-29 13:49,2025-11-29,CAREEM  RIYADH SA,Careem,Transport,57.33,debit,SAR
TXN-1351,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-30 03:37,2025-11-30,IKEA  RIYADH SA,IKEA,Shopping,280.7,debit,SAR
TXN-1352,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-30 13:26,2025-11-30,KUDU  RIYADH SA,Kudu,Food & Dining,54.23,debit,SAR
TXN-1354,ACC-ALINMA-001,Alinma Bank,Current,2025-12-01 05:15,2025-12-01,CARREFOUR  RIYADH SA,Carrefour,Groceries,151.32,debit,SAR
TXN-1355,ACC-ALINMA-001,Alinma Bank,Current,2025-12-01 08:36,2025-12-01,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,64.4,debit,SAR
TXN-1353,ACC-ALINMA-001,Alinma Bank,Current,2025-12-01 12:05,2025-12-01,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,83.55,debit,SAR
TXN-1356,ACC-ALINMA-001,Alinma Bank,Current,2025-12-01 23:07,2025-12-01,CARREFOUR  RIYADH SA,Carrefour,Groceries,410.31,debit,SAR
TXN-1357,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-02 09:36,2025-12-02,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,1212.86,debit,SAR
TXN-1360,ACC-SNB-003,Saudi National Bank,Savings,2025-12-02 21:01,2025-12-02,KUDU  RIYADH SA,Kudu,Food & Dining,40.92,debit,SAR
TXN-1359,ACC-SNB-003,Saudi National Bank,Savings,2025-12-02 23:14,2025-12-02,HERFY  RIYADH SA,Herfy,Food & Dining,28.66,debit,SAR
TXN-1358,ACC-ALINMA-001,Alinma Bank,Current,2025-12-03 12:28,2025-12-03,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,308.97,debit,SAR
TXN-1361,ACC-SNB-003,Saudi National Bank,Savings,2025-12-04 11:33,2025-12-04,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,222.99,debit,SAR
TXN-1362,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-04 22:17,2025-12-04,KUDU  RIYADH SA,Kudu,Food & Dining,55.1,debit,SAR
TXN-1363,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-06 00:25,2025-12-06,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,73.2,debit,SAR
TXN-1366,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-07 09:03,2025-12-07,SAPTCO  RIYADH SA,SAPTCO,Transport,23.14,debit,SAR
TXN-1365,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-07 09:44,2025-12-07,AL BAIK  RIYADH SA,Al Baik,Food & Dining,67.19,debit,SAR
TXN-1364,ACC-SNB-003,Saudi National Bank,Savings,2025-12-07 11:47,2025-12-07,CAREEM  RIYADH SA,Careem,Transport,23.21,debit,SAR
TXN-1369,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-07 21:23,2025-12-07,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,43.88,debit,SAR
TXN-1368,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-08 01:43,2025-12-08,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,75.86,debit,SAR
TXN-1367,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-08 07:52,2025-12-08,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,284.62,debit,SAR
TXN-1370,ACC-ALINMA-001,Alinma Bank,Current,2025-12-08 21:14,2025-12-08,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,28.63,debit,SAR
TXN-1371,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-09 22:02,2025-12-09,NAMSHI  RIYADH SA,Namshi,Shopping,269.96,debit,SAR
TXN-1373,ACC-ALINMA-001,Alinma Bank,Current,2025-12-10 22:18,2025-12-10,AL BAIK  RIYADH SA,Al Baik,Food & Dining,44.52,debit,SAR
TXN-1372,ACC-SNB-003,Saudi National Bank,Savings,2025-12-10 22:39,2025-12-10,DUNKIN  RIYADH SA,Dunkin,Food & Dining,29.45,debit,SAR
TXN-1374,ACC-ALINMA-001,Alinma Bank,Current,2025-12-11 13:57,2025-12-11,DANUBE  RIYADH SA,Danube,Groceries,163.34,debit,SAR
TXN-1375,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-12 13:08,2025-12-12,CAREEM  RIYADH SA,Careem,Transport,37.56,debit,SAR
TXN-1376,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-12 23:47,2025-12-12,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,89.21,debit,SAR
TXN-1377,ACC-SNB-003,Saudi National Bank,Savings,2025-12-13 04:41,2025-12-13,CARREFOUR  RIYADH SA,Carrefour,Groceries,299.09,debit,SAR
TXN-1378,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-13 06:39,2025-12-13,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,149.91,debit,SAR
TXN-1380,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-14 08:10,2025-12-14,FITNESS TIME  RIYADH SA,Fitness Time,Health,201.63,debit,SAR
TXN-1379,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-14 13:34,2025-12-14,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,118.81,debit,SAR
TXN-1382,ACC-ALINMA-001,Alinma Bank,Current,2025-12-14 23:38,2025-12-14,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,118.06,debit,SAR
TXN-1381,ACC-ALINMA-001,Alinma Bank,Current,2025-12-15 06:56,2025-12-15,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,225.22,debit,SAR
TXN-1383,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-15 11:22,2025-12-15,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,204.08,debit,SAR
TXN-1386,ACC-SNB-003,Saudi National Bank,Savings,2025-12-16 01:26,2025-12-16,NETFLIX  RIYADH SA,Netflix,Entertainment,36.25,debit,SAR
TXN-1384,ACC-ALINMA-001,Alinma Bank,Current,2025-12-16 08:08,2025-12-16,CAREEM  RIYADH SA,Careem,Transport,36.42,debit,SAR
TXN-1385,ACC-SNB-003,Saudi National Bank,Savings,2025-12-16 13:06,2025-12-16,DUNKIN  RIYADH SA,Dunkin,Food & Dining,33.89,debit,SAR
TXN-1388,ACC-SNB-003,Saudi National Bank,Savings,2025-12-17 00:24,2025-12-17,DUNKIN  RIYADH SA,Dunkin,Food & Dining,35.07,debit,SAR
TXN-1389,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-17 06:22,2025-12-17,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,146.77,debit,SAR
TXN-1387,ACC-ALINMA-001,Alinma Bank,Current,2025-12-17 12:25,2025-12-17,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,198.88,debit,SAR
TXN-1391,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-18 01:27,2025-12-18,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,136.89,debit,SAR
TXN-1390,ACC-SNB-003,Saudi National Bank,Savings,2025-12-18 12:24,2025-12-18,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,60.81,debit,SAR
TXN-1392,ACC-SNB-003,Saudi National Bank,Savings,2025-12-19 04:20,2025-12-19,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,132.1,debit,SAR
TXN-1393,ACC-ALINMA-001,Alinma Bank,Current,2025-12-19 05:36,2025-12-19,AL NAHDI PHARMACY  RIYADH SA,Al Nahdi Pharmacy,Health,30.5,debit,SAR
TXN-1396,ACC-SNB-003,Saudi National Bank,Savings,2025-12-19 23:33,2025-12-19,PETROMIN  RIYADH SA,Petromin,Transport,164.01,debit,SAR
TXN-1395,ACC-SNB-003,Saudi National Bank,Savings,2025-12-20 08:02,2025-12-20,NAMSHI  RIYADH SA,Namshi,Shopping,196.86,debit,SAR
TXN-1394,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-20 10:33,2025-12-20,WHITES PHARMACY  RIYADH SA,Whites Pharmacy,Health,110.77,debit,SAR
TXN-1397,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-21 01:56,2025-12-21,CARREFOUR  RIYADH SA,Carrefour,Groceries,311.05,debit,SAR
TXN-1398,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-22 07:44,2025-12-22,MOBILY  RIYADH SA,Mobily,Utilities,235.56,debit,SAR
TXN-1399,ACC-ALINMA-001,Alinma Bank,Current,2025-12-22 23:52,2025-12-22,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,137.67,debit,SAR
TXN-1400,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-23 06:44,2025-12-23,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,468.61,debit,SAR
TXN-1402,ACC-SNB-003,Saudi National Bank,Savings,2025-12-23 22:40,2025-12-23,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,29.13,debit,SAR
TXN-1401,ACC-SNB-003,Saudi National Bank,Savings,2025-12-24 13:18,2025-12-24,NETFLIX  RIYADH SA,Netflix,Entertainment,46.04,debit,SAR
TXN-1403,ACC-ALINMA-001,Alinma Bank,Current,2025-12-24 21:50,2025-12-24,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,246.02,debit,SAR
TXN-1404,ACC-ALINMA-001,Alinma Bank,Current,2025-12-25 06:25,2025-12-25,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,70.86,debit,SAR
TXN-1406,ACC-SNB-003,Saudi National Bank,Savings,2025-12-26 01:36,2025-12-26,SAPTCO  RIYADH SA,SAPTCO,Transport,22.86,debit,SAR
TXN-1405,ACC-SNB-003,Saudi National Bank,Savings,2025-12-26 12:49,2025-12-26,AL BAIK  RIYADH SA,Al Baik,Food & Dining,33.85,debit,SAR
TXN-1407,ACC-ALINMA-001,Alinma Bank,Current,2025-12-26 13:48,2025-12-26,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,114.88,debit,SAR
TXN-1409,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-27 07:09,2025-12-27,UBER  RIYADH SA,Uber,Transport,51.81,debit,SAR
TXN-1408,ACC-ALINMA-001,Alinma Bank,Current,2025-12-27 12:52,2025-12-27,HERFY  RIYADH SA,Herfy,Food & Dining,58.33,debit,SAR
TXN-1006,ACC-ALINMA-001,Alinma Bank,Current,2025-12-27 14:00,2025-12-27,SALARY CREDIT  RIYADH SA,Salary Credit,Income,11087.0,credit,SAR
TXN-1412,ACC-ALINMA-001,Alinma Bank,Current,2025-12-27 22:28,2025-12-27,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,41.23,debit,SAR
TXN-1410,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-28 00:54,2025-12-28,AL BAIK  RIYADH SA,Al Baik,Food & Dining,37.0,debit,SAR
TXN-1411,ACC-SNB-003,Saudi National Bank,Savings,2025-12-28 09:01,2025-12-28,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,30.15,debit,SAR
TXN-1413,ACC-ALINMA-001,Alinma Bank,Current,2025-12-30 11:19,2025-12-30,HERFY  RIYADH SA,Herfy,Food & Dining,38.07,debit,SAR
TXN-1414,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-30 23:15,2025-12-30,FITNESS TIME  RIYADH SA,Fitness Time,Health,415.48,debit,SAR
TXN-1415,ACC-SNB-003,Saudi National Bank,Savings,2025-12-31 06:25,2025-12-31,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,118.71,debit,SAR
TXN-1418,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-12-31 23:07,2025-12-31,PETROMIN  RIYADH SA,Petromin,Transport,93.63,debit,SAR
TXN-1416,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-01 02:22,2026-01-01,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,20.36,debit,SAR
TXN-1417,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-01 08:07,2026-01-01,DUNKIN  RIYADH SA,Dunkin,Food & Dining,24.11,debit,SAR
TXN-1419,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-02 06:22,2026-01-02,PETROMIN  RIYADH SA,Petromin,Transport,76.99,debit,SAR
TXN-1420,ACC-ALINMA-001,Alinma Bank,Current,2026-01-02 07:51,2026-01-02,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,271.03,debit,SAR
TXN-1421,ACC-SNB-003,Saudi National Bank,Savings,2026-01-03 01:35,2026-01-03,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,25.28,debit,SAR
TXN-1422,ACC-ALINMA-001,Alinma Bank,Current,2026-01-04 09:24,2026-01-04,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,118.14,debit,SAR
TXN-1423,ACC-SNB-003,Saudi National Bank,Savings,2026-01-04 12:32,2026-01-04,DR SULAIMAN AL HABIB  RIYADH SA,Dr Sulaiman Al Habib,Health,372.94,debit,SAR
TXN-1424,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-05 11:37,2026-01-05,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,131.51,debit,SAR
TXN-1428,ACC-ALINMA-001,Alinma Bank,Current,2026-01-06 00:04,2026-01-06,CAREEM  RIYADH SA,Careem,Transport,31.73,debit,SAR
TXN-1425,ACC-SNB-003,Saudi National Bank,Savings,2026-01-06 00:43,2026-01-06,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,21.39,debit,SAR
TXN-1426,ACC-SNB-003,Saudi National Bank,Savings,2026-01-06 09:01,2026-01-06,DUNKIN  RIYADH SA,Dunkin,Food & Dining,31.93,debit,SAR
TXN-1427,ACC-SNB-003,Saudi National Bank,Savings,2026-01-06 09:45,2026-01-06,IKEA  RIYADH SA,IKEA,Shopping,362.42,debit,SAR
TXN-1429,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-07 06:05,2026-01-07,EXTRA STORES  RIYADH SA,Extra Stores,Shopping,450.67,debit,SAR
TXN-1430,ACC-ALINMA-001,Alinma Bank,Current,2026-01-07 09:54,2026-01-07,CARREFOUR  RIYADH SA,Carrefour,Groceries,197.53,debit,SAR
TXN-1432,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-07 21:42,2026-01-07,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,167.63,debit,SAR
TXN-1431,ACC-SNB-003,Saudi National Bank,Savings,2026-01-08 02:01,2026-01-08,AMC CINEMAS  RIYADH SA,AMC Cinemas,Entertainment,143.67,debit,SAR
TXN-1434,ACC-SNB-003,Saudi National Bank,Savings,2026-01-08 04:45,2026-01-08,DUNKIN  RIYADH SA,Dunkin,Food & Dining,17.65,debit,SAR
TXN-1433,ACC-SNB-003,Saudi National Bank,Savings,2026-01-08 09:22,2026-01-08,CAREEM  RIYADH SA,Careem,Transport,65.0,debit,SAR
TXN-1436,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-09 02:36,2026-01-09,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,192.6,debit,SAR
TXN-1435,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-09 06:09,2026-01-09,HERFY  RIYADH SA,Herfy,Food & Dining,41.78,debit,SAR
TXN-1438,ACC-ALINMA-001,Alinma Bank,Current,2026-01-09 22:15,2026-01-09,DUNKIN  RIYADH SA,Dunkin,Food & Dining,35.72,debit,SAR
TXN-1439,ACC-SNB-003,Saudi National Bank,Savings,2026-01-10 08:47,2026-01-10,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,117.32,debit,SAR
TXN-1437,ACC-SNB-003,Saudi National Bank,Savings,2026-01-10 08:59,2026-01-10,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,151.45,debit,SAR
TXN-1443,ACC-SNB-003,Saudi National Bank,Savings,2026-01-11 01:31,2026-01-11,PETROMIN  RIYADH SA,Petromin,Transport,132.41,debit,SAR
TXN-1440,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-11 04:17,2026-01-11,PETROMIN  RIYADH SA,Petromin,Transport,169.78,debit,SAR
TXN-1441,ACC-SNB-003,Saudi National Bank,Savings,2026-01-11 07:44,2026-01-11,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,36.6,debit,SAR
TXN-1442,ACC-SNB-003,Saudi National Bank,Savings,2026-01-11 13:03,2026-01-11,H&M  RIYADH SA,H&M,Shopping,220.23,debit,SAR
TXN-1445,ACC-SNB-003,Saudi National Bank,Savings,2026-01-11 22:10,2026-01-11,DUNKIN  RIYADH SA,Dunkin,Food & Dining,20.74,debit,SAR
TXN-1444,ACC-ALINMA-001,Alinma Bank,Current,2026-01-12 02:49,2026-01-12,WHITES PHARMACY  RIYADH SA,Whites Pharmacy,Health,56.18,debit,SAR
TXN-1446,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-12 06:08,2026-01-12,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,128.34,debit,SAR
TXN-1447,ACC-SNB-003,Saudi National Bank,Savings,2026-01-13 04:00,2026-01-13,MOBILY  RIYADH SA,Mobily,Utilities,134.43,debit,SAR
TXN-1449,ACC-SNB-003,Saudi National Bank,Savings,2026-01-14 00:35,2026-01-14,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,27.01,debit,SAR
TXN-1448,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-14 01:56,2026-01-14,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,180.75,debit,SAR
TXN-1451,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-14 21:23,2026-01-14,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,110.56,debit,SAR
TXN-1450,ACC-ALINMA-001,Alinma Bank,Current,2026-01-15 11:53,2026-01-15,CAREEM  RIYADH SA,Careem,Transport,45.34,debit,SAR
TXN-1452,ACC-ALINMA-001,Alinma Bank,Current,2026-01-16 00:44,2026-01-16,DUNKIN  RIYADH SA,Dunkin,Food & Dining,21.99,debit,SAR
TXN-1453,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-16 11:29,2026-01-16,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,250.98,debit,SAR
TXN-1455,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-17 05:06,2026-01-17,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,217.43,debit,SAR
TXN-1454,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-17 11:48,2026-01-17,KUDU  RIYADH SA,Kudu,Food & Dining,31.6,debit,SAR
TXN-1457,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-17 23:08,2026-01-17,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,138.37,debit,SAR
TXN-1456,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-17 23:41,2026-01-17,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,45.95,debit,SAR
TXN-1458,ACC-ALINMA-001,Alinma Bank,Current,2026-01-19 02:40,2026-01-19,IKEA  RIYADH SA,IKEA,Shopping,351.13,debit,SAR
TXN-1459,ACC-SNB-003,Saudi National Bank,Savings,2026-01-19 06:47,2026-01-19,AMC CINEMAS  RIYADH SA,AMC Cinemas,Entertainment,60.22,debit,SAR
TXN-1460,ACC-SNB-003,Saudi National Bank,Savings,2026-01-19 08:20,2026-01-19,DANUBE  RIYADH SA,Danube,Groceries,353.03,debit,SAR
TXN-1461,ACC-ALINMA-001,Alinma Bank,Current,2026-01-20 05:15,2026-01-20,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,160.54,debit,SAR
TXN-1462,ACC-SNB-003,Saudi National Bank,Savings,2026-01-22 03:31,2026-01-22,FITNESS TIME  RIYADH SA,Fitness Time,Health,399.05,debit,SAR
TXN-1463,ACC-SNB-003,Saudi National Bank,Savings,2026-01-22 23:09,2026-01-22,DUNKIN  RIYADH SA,Dunkin,Food & Dining,28.86,debit,SAR
TXN-1464,ACC-SNB-003,Saudi National Bank,Savings,2026-01-23 09:05,2026-01-23,HERFY  RIYADH SA,Herfy,Food & Dining,42.18,debit,SAR
TXN-1465,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-23 21:02,2026-01-23,STC  RIYADH SA,STC,Utilities,280.46,debit,SAR
TXN-1467,ACC-SNB-003,Saudi National Bank,Savings,2026-01-23 23:28,2026-01-23,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,51.39,debit,SAR
TXN-1468,ACC-ALINMA-001,Alinma Bank,Current,2026-01-24 02:24,2026-01-24,CAREEM  RIYADH SA,Careem,Transport,60.3,debit,SAR
TXN-1466,ACC-SNB-003,Saudi National Bank,Savings,2026-01-24 06:04,2026-01-24,SPOTIFY  RIYADH SA,Spotify,Entertainment,16.4,debit,SAR
TXN-1469,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-25 03:30,2026-01-25,H&M  RIYADH SA,H&M,Shopping,153.54,debit,SAR
TXN-1470,ACC-RAJHI-002,Al Rajhi Bank,Current,2026-01-26 01:25,2026-01-26,MOBILY  RIYADH SA,Mobily,Utilities,274.52,debit,SAR
